x,y
-0.1139253585141253,-0.06910543037877102
-0.05189712150910623,-0.1514691009940915
0.2314164153433962,0.505969326374617
1.03866738064272,1.311548569755522
-0.1425351357232688,2.696521171510721
-0.1921110496276626,4.091046308394659
-0.3244400767885846,5.590046290373039
0.2190376464397145,7.289071080371668
2.563610159195563,8.33634474075526
1.370382000787293,9.3933573039818
2.343276649166326,9.463723521825349
3.099196462045876,10.1682449089313
3.257891549793302,9.988684819914587
3.53654213816966,10.18870877126035
4.728869914600985,10.7314033760869
6.043784950344787,11.25069686790707
7.419281366792686,11.11611576768218
9.499417776497197,11.45584739217211
11.49230881940196,11.37580929349603
12.26411153942249,10.00853530433634
12.81489963868277,8.777188413305044
13.21784856038577,7.097942664110898
14.09352551497574,5.60942449315355
14.51357846738739,3.434173652580887
14.51099164811853,2.210782838508103
14.58409636593667,0.6985182726055585
14.67905040391099,-1.426580239332222
14.73406425268031,-3.417836872223021
14.67351342961779,-4.581992843512495
13.94501849227652,-6.771033247114665
13.2899128955954,-7.63839565494715
11.86310793266176,-7.074566322083786
10.71688185399858,-7.700476877961963
8.802716132842397,-7.567476456523295
7.137789277166338,-7.908507714622059
5.678200946013051,-8.10700109019879
3.372535925145404,-7.478740807126306
1.138967100050744,-7.417454890277932
-0.85843022903843,-6.973438445203869
-0.8913587326936895,-7.724939653200385
-2.20179474941007,-6.807749737677727
-2.73167606875709,-5.181928157263979
-2.83724334031271,-4.263259829791743
-2.71753646395639,-2.538642816994434
-2.259345195284076,-0.6553460896191666
0.7191391491751861,0.4405509291203102
0.0451482767061372,-0.02433729956985747
-0.1166795076222875,0.07917568114182727
-0.1181957959784077,0.08031099596094082
